Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,1,163.0,2,Male,76.0,1,2,Sales Executive,3,Married,6172.0,20739.0,4,Y,Yes,18,3,2,80.0,0,12,3,2,7.0,7,7,7
26,No,Travel_Rarely,841,Research & Development,6,3,Other,1,164.0,3,Female,46.0,2,1,Research Scientist,2,Married,2368.0,23300.0,1,Y,No,19,3,3,80.0,0,5,3,2,5.0,4,4,3
58,Yes,Travel_Rarely,147,Research & Development,23,4,Medical,1,165.0,4,Female,94.0,3,3,Healthcare Representative,4,Married,10312.0,3465.0,1,Y,No,12,3,4,80.0,1,40,3,2,40.0,10,15,6
19,Yes,Travel_Rarely,528,Sales,22,1,Marketing,1,167.0,4,Male,50.0,3,1,Sales Representative,3,Single,1675.0,26820.0,1,Y,Yes,19,3,4,80.0,0,0,2,2,0.0,0,0,0
22,No,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,,3,Male,100.0,3,1,Laboratory Technician,4,Married,2523.0,19299.0,0,Y,No,14,3,3,80.0,1,3,2,3,2.0,1,2,1
49,No,Travel_Rarely,470,Research & Development,20,4,Medical,1,170.0,3,Female,96.0,3,2,Manufacturing Director,1,Married,6567.0,5549.0,1,Y,No,14,3,3,80.0,0,16,2,2,15.0,11,5,11
43,No,Travel_Frequently,957,Research & Development,28,3,Medical,1,171.0,2,Female,72.0,4,1,Research Scientist,3,Single,4739.0,16090.0,4,Y,No,12,3,4,80.0,0,18,2,3,3.0,2,1,2
50,No,Travel_Frequently,809,Sales,12,3,Marketing,1,174.0,3,Female,77.0,3,3,Sales Executive,4,Single,9208.0,6645.0,4,Y,No,11,3,4,80.0,0,16,3,3,2.0,2,2,1
31,Yes,Travel_Rarely,542,Sales,20,3,Life Sciences,1,175.0,2,Female,71.0,1,2,Sales Executive,3,Married,4559.0,24788.0,3,Y,Yes,11,3,3,80.0,1,4,2,3,2.0,2,2,2
41,No,Travel_Rarely,802,Sales,9,1,Life Sciences,1,176.0,3,Male,96.0,3,3,Sales Executive,3,Divorced,8189.0,21196.0,3,Y,Yes,13,3,3,80.0,1,12,2,3,9.0,7,0,7
26,No,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,177.0,3,Female,61.0,3,1,Human Resources,3,Married,2942.0,8916.0,1,Y,No,23,4,4,80.0,1,8,3,3,8.0,7,5,7
36,No,Travel_Rarely,216,Research & Development,6,2,Medical,1,178.0,2,Male,84.0,3,2,Manufacturing Director,2,Divorced,4941.0,2819.0,6,Y,No,20,4,4,80.0,2,7,0,3,3.0,2,0,1
51,Yes,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,179.0,1,Male,53.0,1,3,Manufacturing Director,4,Single,10650.0,25150.0,2,Y,No,15,3,4,80.0,0,18,2,3,4.0,2,0,3
39,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,182.0,4,Female,47.0,2,2,Sales Executive,3,Married,5902.0,14590.0,4,Y,No,14,3,3,80.0,1,17,1,4,15.0,11,5,9
25,No,Travel_Rarely,959,Sales,28,3,Life Sciences,1,183.0,1,Male,41.0,2,2,Sales Executive,3,Married,8639.0,24835.0,2,Y,No,18,3,4,80.0,0,6,3,3,2.0,2,2,2
30,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,184.0,3,Male,48.0,3,2,Human Resources,4,Married,6347.0,13982.0,0,Y,Yes,19,3,4,80.0,0,12,2,1,11.0,9,4,7
32,Yes,Travel_Rarely,1033,Research & Development,9,3,Medical,1,190.0,1,Female,41.0,3,1,Laboratory Technician,1,Single,4200.0,10224.0,7,Y,No,22,4,1,80.0,0,10,2,4,5.0,4,0,4
45,No,Travel_Rarely,1316,Research & Development,29,3,Medical,1,192.0,3,Male,83.0,3,1,Research Scientist,4,Single,3452.0,9752.0,5,Y,No,13,3,2,80.0,0,9,2,2,6.0,5,0,3
38,No,Travel_Rarely,364,Research & Development,3,5,Technical Degree,1,193.0,4,Female,32.0,3,2,Research Scientist,3,Single,4317.0,2302.0,3,Y,Yes,20,4,2,80.0,0,19,2,3,3.0,2,2,2
30,No,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,194.0,1,Female,75.0,3,1,Research Scientist,3,Single,2632.0,23910.0,1,Y,No,14,3,3,80.0,0,5,4,2,5.0,4,0,4
32,No,Travel_Frequently,689,Sales,9,2,Medical,1,195.0,4,Male,35.0,1,2,Sales Executive,4,Divorced,4668.0,22812.0,0,Y,No,17,3,4,80.0,3,9,2,4,8.0,7,0,7
30,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,197.0,4,Female,84.0,3,1,Research Scientist,1,Divorced,3204.0,10415.0,5,Y,No,14,3,4,80.0,1,8,3,3,3.0,2,2,2
30,No,Travel_Rarely,1427,Research & Development,2,1,Medical,1,198.0,2,Male,35.0,2,1,Laboratory Technician,4,Single,2720.0,11162.0,0,Y,No,13,3,4,80.0,0,6,3,3,5.0,3,1,2
41,No,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,199.0,4,Male,91.0,2,4,Manager,1,Divorced,17181.0,12888.0,4,Y,No,13,3,2,80.0,1,21,2,2,7.0,6,7,7
41,No,Travel_Rarely,933,Research & Development,9,4,Life Sciences,1,200.0,3,Male,94.0,3,1,Laboratory Technician,1,Married,2238.0,6961.0,2,Y,No,21,4,4,80.0,1,7,2,3,5.0,0,1,4
19,No,Travel_Rarely,1181,Research & Development,3,1,Medical,1,201.0,2,Female,79.0,3,1,Laboratory Technician,2,Single,1483.0,16102.0,1,Y,No,14,3,4,80.0,0,1,3,3,1.0,0,0,0
40,No,Travel_Frequently,1395,Research & Development,26,3,Medical,1,202.0,2,Female,54.0,3,2,Research Scientist,2,Divorced,5605.0,8504.0,1,Y,No,11,3,1,80.0,1,20,2,3,20.0,7,2,13
35,No,Travel_Rarely,662,Sales,1,5,Marketing,1,204.0,3,Male,94.0,3,3,Sales Executive,2,Married,7295.0,11439.0,1,Y,No,13,3,1,80.0,2,10,3,3,10.0,8,0,6
53,No,Travel_Rarely,1436,Sales,6,2,Marketing,1,205.0,2,Male,34.0,3,2,Sales Representative,3,Married,2306.0,16047.0,2,Y,Yes,20,4,4,80.0,1,13,3,1,7.0,7,4,5
45,No,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,206.0,2,Male,60.0,3,2,Laboratory Technician,2,Divorced,2348.0,10901.0,8,Y,No,18,3,3,80.0,1,20,2,1,17.0,9,0,15
32,No,Travel_Frequently,967,Sales,8,3,Marketing,1,207.0,2,Female,43.0,3,3,Sales Executive,4,Single,8998.0,15589.0,1,Y,No,14,3,4,80.0,0,9,2,3,9.0,8,3,7
29,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,208.0,4,Male,41.0,3,2,Manufacturing Director,3,Married,4319.0,26283.0,1,Y,No,13,3,1,80.0,1,10,1,3,10.0,7,0,9
51,No,Travel_Rarely,1169,Research & Development,7,4,Medical,1,211.0,2,Male,34.0,2,2,Manufacturing Director,3,Married,6132.0,13983.0,2,Y,No,17,3,3,80.0,0,10,2,3,1.0,0,0,0
58,No,Travel_Rarely,1145,Research & Development,9,3,Medical,1,214.0,2,Female,75.0,2,1,Research Scientist,2,Married,3346.0,11873.0,4,Y,Yes,20,4,2,80.0,1,9,3,2,1.0,0,0,0
40,No,Travel_Rarely,630,Sales,4,4,Marketing,1,215.0,3,Male,67.0,2,3,Sales Executive,4,Married,10855.0,8552.0,7,Y,No,11,3,1,80.0,1,15,2,2,12.0,11,2,11
34,No,Travel_Frequently,303,Sales,2,4,Marketing,1,216.0,3,Female,75.0,3,1,Sales Representative,3,Married,2231.0,11314.0,6,Y,No,18,3,4,80.0,1,6,3,3,4.0,3,1,2
22,No,Travel_Rarely,1256,Research & Development,19,1,Medical,1,217.0,3,Male,80.0,3,1,Research Scientist,4,Married,2323.0,11992.0,1,Y,No,24,4,1,80.0,2,2,6,3,2.0,2,2,2
27,No,Non-Travel,691,Research & Development,9,3,Medical,1,218.0,4,Male,57.0,3,1,Research Scientist,2,Divorced,2024.0,5970.0,6,Y,No,18,3,4,80.0,1,6,1,1,2.0,2,2,2
28,No,Travel_Rarely,440,Research & Development,21,3,Medical,1,221.0,3,Male,42.0,3,1,Research Scientist,4,Married,2713.0,6672.0,1,Y,No,11,3,3,80.0,1,5,2,1,5.0,2,0,2
57,No,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,223.0,3,Male,83.0,4,3,Healthcare Representative,4,Divorced,9439.0,23402.0,3,Y,Yes,16,3,2,80.0,1,12,2,1,5.0,3,1,4
27,No,Non-Travel,1450,Research & Development,3,3,Medical,1,224.0,3,Male,79.0,2,1,Research Scientist,3,Divorced,2566.0,25326.0,1,Y,Yes,15,3,4,80.0,1,1,2,2,1.0,1,0,1
50,No,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,226.0,3,Female,53.0,3,5,Manager,2,Single,19926.0,17053.0,3,Y,No,15,3,2,80.0,0,21,5,3,5.0,4,4,4
41,No,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,227.0,1,Male,56.0,3,1,Research Scientist,3,Divorced,2451.0,4609.0,4,Y,No,12,3,1,80.0,1,13,2,3,9.0,8,1,8
30,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,1,228.0,2,Female,41.0,3,3,Sales Executive,4,Married,9419.0,8053.0,2,Y,No,12,3,3,80.0,1,12,2,3,10.0,9,7,4
38,No,Travel_Rarely,702,Sales,1,4,Life Sciences,1,230.0,1,Female,59.0,2,2,Sales Executive,4,Single,8686.0,12930.0,4,Y,No,22,4,3,80.0,0,12,2,4,8.0,3,0,7
32,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,1,231.0,3,Male,43.0,3,1,Research Scientist,3,Single,3038.0,12430.0,3,Y,No,20,4,1,80.0,0,8,2,3,5.0,4,1,4
27,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,233.0,3,Male,51.0,3,1,Research Scientist,2,Married,3058.0,13364.0,0,Y,Yes,16,3,4,80.0,1,6,3,2,5.0,2,1,1
19,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,1,235.0,3,Female,100.0,1,1,Sales Representative,1,Single,2325.0,20989.0,0,Y,No,21,4,1,80.0,0,1,5,4,0.0,0,0,0
36,No,Travel_Frequently,1480,Research & Development,3,2,Medical,1,238.0,4,Male,30.0,3,1,Laboratory Technician,2,Single,2088.0,15062.0,4,Y,No,12,3,3,80.0,0,13,3,2,8.0,7,7,2
30,No,Non-Travel,111,Research & Development,9,3,Medical,1,239.0,3,Male,66.0,3,2,Laboratory Technician,1,Divorced,3072.0,11012.0,1,Y,No,11,3,3,80.0,2,12,4,3,12.0,9,6,10
45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,1,240.0,3,Female,30.0,3,2,Sales Executive,1,Divorced,5006.0,6319.0,4,Y,Yes,11,3,1,80.0,1,9,3,4,5.0,4,0,3
56,No,Travel_Rarely,713,Research & Development,8,3,Life Sciences,1,241.0,3,Female,67.0,3,1,Research Scientist,1,Divorced,4257.0,13939.0,4,Y,Yes,18,3,3,80.0,1,19,3,3,2.0,2,2,2
33,No,Travel_Rarely,134,Research & Development,2,3,Life Sciences,1,242.0,3,Male,90.0,3,1,Research Scientist,4,Single,2500.0,10515.0,0,Y,No,14,3,1,80.0,0,4,2,4,3.0,1,0,2
19,Yes,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,243.0,2,Male,47.0,2,1,Laboratory Technician,4,Single,1102.0,9241.0,1,Y,No,22,4,3,80.0,0,1,3,2,1.0,0,1,0
46,No,Travel_Rarely,526,Sales,1,2,Marketing,1,244.0,2,Female,92.0,3,3,Sales Executive,1,Divorced,10453.0,2137.0,1,Y,No,25,4,3,80.0,3,24,2,3,24.0,13,15,7
38,No,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,1,245.0,3,Female,75.0,3,1,Laboratory Technician,4,Single,2288.0,6319.0,1,Y,No,12,3,3,80.0,0,2,3,3,2.0,2,2,1
31,No,Travel_Rarely,140,Research & Development,12,1,Medical,1,246.0,3,Female,95.0,3,1,Research Scientist,4,Married,3929.0,6984.0,8,Y,Yes,23,4,3,80.0,1,7,0,3,4.0,2,0,2
34,No,Travel_Rarely,629,Research & Development,27,2,Medical,1,247.0,4,Female,95.0,3,1,Research Scientist,2,Single,2311.0,5711.0,2,Y,No,15,3,4,,0,9,3,3,3.0,2,1,2
41,Yes,Travel_Rarely,1356,Sales,20,2,Marketing,1,248.0,2,Female,70.0,3,1,Sales Representative,2,Single,3140.0,21728.0,1,Y,Yes,22,4,4,80.0,0,4,5,2,4.0,3,0,2
50,No,Travel_Rarely,328,Research & Development,1,3,Medical,1,249.0,3,Male,86.0,2,1,Laboratory Technician,3,Married,3690.0,3425.0,2,Y,No,15,3,4,80.0,1,5,2,2,3.0,2,0,2
53,No,Travel_Rarely,1084,Research & Development,13,2,Medical,1,250.0,4,Female,57.0,4,2,Manufacturing Director,1,Divorced,4450.0,26250.0,1,Y,No,11,3,3,80.0,2,5,3,3,4.0,2,1,3
33,No,Travel_Rarely,931,Research & Development,14,3,Medical,1,252.0,4,Female,72.0,3,1,Research Scientist,2,Married,2756.0,4673.0,1,Y,No,13,3,4,80.0,1,8,5,3,8.0,7,1,6
40,No,Travel_Rarely,989,Research & Development,4,1,Medical,1,253.0,4,Female,46.0,3,5,Manager,3,Married,19033.0,6499.0,1,Y,No,14,3,2,80.0,1,21,2,3,20.0,8,9,9
55,No,Travel_Rarely,692,Research & Development,14,4,Medical,1,254.0,3,Male,61.0,4,5,Research Director,2,Single,18722.0,13339.0,8,Y,No,11,3,4,80.0,0,36,3,3,24.0,15,2,15
34,No,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,256.0,4,Male,45.0,2,2,Manufacturing Director,3,Married,9547.0,14074.0,1,Y,No,17,3,3,80.0,0,10,2,2,10.0,9,1,9
51,No,Travel_Rarely,313,Research & Development,3,3,Medical,1,258.0,4,Female,98.0,3,4,Healthcare Representative,2,Single,13734.0,7192.0,3,Y,No,18,3,3,80.0,0,21,6,3,7.0,7,1,0
52,No,Travel_Rarely,699,Research & Development,1,4,Life Sciences,1,259.0,3,Male,65.0,2,5,Manager,3,Married,,5678.0,0,Y,No,14,3,1,80.0,1,34,5,3,33.0,18,11,9
27,No,Travel_Rarely,894,Research & Development,9,3,Medical,1,260.0,4,Female,99.0,3,1,Research Scientist,2,Single,2279.0,11781.0,1,Y,No,16,3,4,80.0,0,7,2,2,7.0,7,0,3
35,Yes,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,261.0,2,Male,50.0,2,2,Manufacturing Director,3,Married,5916.0,15497.0,3,Y,Yes,13,3,1,80.0,0,8,1,3,1.0,0,0,1
43,No,Non-Travel,1344,Research & Development,7,3,Medical,1,262.0,4,Male,37.0,4,1,Research Scientist,4,Divorced,2089.0,5228.0,4,Y,No,14,3,4,80.0,3,7,3,4,5.0,4,2,2
45,No,Non-Travel,1195,Research & Development,2,2,Medical,1,264.0,1,Male,65.0,2,4,Manager,4,Married,16792.0,20462.0,9,Y,No,23,4,4,80.0,1,22,1,3,20.0,8,11,8
37,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,267.0,2,Male,65.0,4,1,Research Scientist,1,Married,3564.0,22977.0,1,Y,Yes,12,3,1,80.0,1,8,3,2,8.0,7,1,7
35,No,Travel_Frequently,138,Research & Development,2,3,Medical,1,269.0,2,Female,37.0,3,2,Laboratory Technician,2,Single,4425.0,15986.0,5,Y,No,11,3,4,80.0,0,10,5,3,6.0,2,1,2
42,No,Non-Travel,926,Research & Development,21,2,Medical,1,270.0,3,Female,36.0,3,2,Manufacturing Director,3,Divorced,5265.0,16439.0,2,Y,No,16,3,2,80.0,1,11,5,3,5.0,3,0,2
38,No,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,1,271.0,4,Male,88.0,3,2,Manufacturing Director,3,Married,6553.0,7259.0,9,Y,No,14,3,2,80.0,0,14,3,3,1.0,0,0,0
38,No,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,1,273.0,4,Male,54.0,3,2,Manufacturing Director,4,Married,6261.0,4185.0,3,Y,No,18,3,1,80.0,1,9,3,1,7.0,7,1,7
27,No,Travel_Frequently,472,Research & Development,1,1,Technical Degree,1,274.0,3,Male,60.0,2,2,Manufacturing Director,1,Married,4298.0,9679.0,5,Y,No,19,3,3,80.0,1,6,1,3,2.0,2,2,0
49,No,Non-Travel,1002,Research & Development,18,4,Life Sciences,1,275.0,4,Male,92.0,3,2,Manufacturing Director,4,Divorced,6804.0,23793.0,1,Y,Yes,15,3,1,80.0,2,7,0,3,7.0,7,1,7
34,No,Travel_Frequently,878,Research & Development,10,4,Medical,1,277.0,4,Male,43.0,3,1,Research Scientist,3,Divorced,3815.0,5972.0,1,Y,Yes,17,3,4,80.0,1,5,4,4,5.0,3,2,0
40,No,Travel_Rarely,905,Research & Development,19,2,Medical,1,281.0,3,Male,99.0,3,2,Laboratory Technician,4,Married,2741.0,16523.0,8,Y,Yes,15,3,3,80.0,1,15,2,4,7.0,2,3,7
38,Yes,Travel_Rarely,1180,Research & Development,29,1,Medical,1,282.0,2,Male,70.0,3,2,Healthcare Representative,1,Married,6673.0,11354.0,7,Y,,19,3,2,80.0,0,17,2,3,1.0,0,0,0
29,Yes,Travel_Rarely,121,Sales,27,3,Marketing,1,283.0,2,Female,35.0,3,3,Sales Executive,4,Married,7639.0,24525.0,1,Y,No,22,4,4,80.0,3,10,3,2,10.0,4,1,9
22,No,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,1,284.0,4,Male,60.0,4,1,Research Scientist,2,Divorced,2328.0,12392.0,1,Y,Yes,16,3,1,80.0,1,4,2,2,4.0,2,2,2
36,No,Travel_Frequently,635,Research & Development,18,1,Medical,1,286.0,2,Female,73.0,3,1,Laboratory Technician,4,Single,2153.0,7703.0,1,Y,No,13,3,1,80.0,0,8,2,3,8.0,1,1,7
40,No,Non-Travel,1151,Research & Development,9,5,Life Sciences,1,287.0,4,Male,63.0,2,2,Healthcare Representative,4,Married,4876.0,14242.0,9,Y,No,14,3,4,80.0,1,5,5,1,3.0,2,0,2
46,No,Travel_Rarely,644,Research & Development,1,4,Medical,1,288.0,4,Male,97.0,3,3,Healthcare Representative,1,Divorced,9396.0,12368.0,7,Y,No,16,3,3,80.0,1,17,3,3,4.0,2,0,3
32,Yes,Travel_Rarely,1045,Sales,4,4,Medical,1,291.0,4,Male,32.0,1,3,Sales Executive,4,Married,10400.0,25812.0,1,Y,No,11,3,3,80.0,0,14,2,2,14.0,8,9,8
30,No,Non-Travel,829,Research & Development,1,1,Life Sciences,1,292.0,3,Male,88.0,2,3,Manufacturing Director,3,Single,8474.0,20925.0,1,Y,No,22,4,3,80.0,0,12,2,3,11.0,8,5,8
27,No,Travel_Frequently,1242,Sales,20,3,Life Sciences,1,293.0,4,Female,90.0,3,2,Sales Executive,3,Single,9981.0,12916.0,1,Y,No,14,3,4,80.0,0,7,2,3,7.0,7,0,7
51,No,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,1,296.0,2,Male,81.0,2,3,Research Director,2,Married,12490.0,15736.0,5,Y,No,16,3,4,80.0,2,16,5,1,10.0,9,4,7
30,Yes,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,1,297.0,4,Female,88.0,3,1,Research Scientist,1,Single,2657.0,8556.0,5,Y,Yes,11,3,3,80.0,0,8,5,3,5.0,2,0,4
41,No,Travel_Rarely,896,Sales,6,3,Life Sciences,1,298.0,4,Female,75.0,3,3,Manager,4,Single,13591.0,14674.0,3,Y,Yes,18,3,3,80.0,0,16,3,3,1.0,0,0,0
30,Yes,Travel_Frequently,334,Sales,26,4,Marketing,1,299.0,3,Female,52.0,2,2,Sales Executive,1,Single,6696.0,22967.0,5,Y,No,15,3,3,80.0,0,9,5,2,6.0,3,0,1
29,Yes,Travel_Rarely,992,Research & Development,1,3,Technical Degree,1,300.0,3,Male,85.0,3,1,Research Scientist,3,Single,2058.0,19757.0,0,Y,No,14,3,4,80.0,0,7,1,2,6.0,2,1,5
45,No,Non-Travel,1052,Sales,6,3,Medical,1,302.0,4,Female,57.0,2,3,Sales Executive,4,Single,8865.0,16840.0,6,Y,No,12,3,4,80.0,0,23,2,3,19.0,7,12,8
54,No,Travel_Rarely,1147,Sales,3,3,Marketing,1,303.0,4,Female,52.0,3,2,Sales Executive,1,Married,5940.0,17011.0,2,Y,No,14,3,4,80.0,1,16,4,3,6.0,2,0,5
36,No,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,304.0,4,Male,62.0,3,2,Laboratory Technician,2,Single,5914.0,9945.0,8,Y,No,16,3,4,80.0,0,16,3,4,13.0,11,3,7
33,No,Travel_Rarely,147,Research & Development,4,4,Medical,1,305.0,3,Female,47.0,2,1,Research Scientist,2,Married,2622.0,13248.0,6,Y,No,21,4,4,80.0,0,7,3,3,3.0,2,1,1
37,No,Travel_Frequently,663,Research & Development,11,3,Other,1,306.0,2,Male,47.0,3,3,Research Director,4,Divorced,12185.0,10056.0,1,Y,Yes,14,3,3,80.0,3,10,1,3,10.0,8,0,7
38,No,Travel_Rarely,119,Sales,3,3,Life Sciences,1,307.0,1,Male,76.0,3,3,Sales Executive,3,Divorced,10609.0,9647.0,0,Y,No,12,3,3,80.0,2,17,6,2,16.0,10,5,13
31,No,Non-Travel,979,Research & Development,1,4,Medical,1,308.0,3,Male,90.0,1,2,Manufacturing Director,3,Married,4345.0,4381.0,0,Y,No,12,3,4,80.0,1,6,2,3,5.0,4,1,4
59,No,Travel_Rarely,142,Research & Development,3,3,Life Sciences,1,309.0,3,Male,70.0,2,1,Research Scientist,4,Married,2177.0,8456.0,3,Y,No,17,3,1,80.0,1,7,6,3,1.0,0,0,0
37,No,Travel_Frequently,319,Sales,4,4,Marketing,1,311.0,1,Male,41.0,3,1,Sales Representative,4,Divorced,2793.0,2539.0,4,Y,No,17,3,3,80.0,1,13,2,3,9.0,8,5,8
29,No,Travel_Frequently,1413,Sales,1,1,Medical,1,312.0,2,Female,42.0,3,3,Sales Executive,4,Married,7918.0,6599.0,1,Y,No,14,3,4,80.0,1,11,5,3,11.0,10,4,1
35,No,Travel_Frequently,944,Sales,1,3,Marketing,1,314.0,3,Female,92.0,3,3,Sales Executive,3,Single,8789.0,9096.0,1,Y,No,14,3,1,80.0,0,10,3,4,10.0,7,0,8
29,Yes,Travel_Rarely,896,Research & Development,18,1,Medical,1,315.0,3,Male,86.0,2,1,Research Scientist,4,Single,2389.0,14961.0,1,Y,Yes,13,3,3,80.0,0,4,3,2,4.0,3,0,1
52,No,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,1,316.0,3,Female,89.0,2,1,Laboratory Technician,4,Single,3212.0,3300.0,7,Y,No,15,3,2,80.0,0,6,3,2,2.0,2,2,2
42,No,Travel_Rarely,532,Research & Development,4,2,Technical Degree,1,319.0,3,Male,58.0,3,5,Manager,4,Married,19232.0,4933.0,1,Y,No,11,3,4,80.0,0,22,3,3,22.0,17,11,15
59,No,Travel_Rarely,818,Human Resources,6,2,Medical,1,321.0,2,Male,52.0,3,1,Human Resources,3,Married,2267.0,25657.0,8,Y,No,17,3,4,80.0,0,7,2,2,2.0,2,2,2
50,No,Travel_Rarely,854,Sales,1,4,Medical,1,323.0,4,Female,68.0,3,5,Manager,4,Divorced,19517.0,24118.0,3,Y,No,11,3,3,80.0,1,32,3,2,7.0,0,0,6
33,Yes,Travel_Rarely,813,Research & Development,14,3,Medical,1,325.0,3,Male,58.0,3,1,Laboratory Technician,4,Married,2436.0,22149.0,5,Y,Yes,13,3,3,80.0,1,8,2,1,5.0,4,0,4
43,No,Travel_Rarely,1034,Sales,16,3,Marketing,1,327.0,4,Female,80.0,3,4,Manager,4,Married,16064.0,7744.0,5,Y,Yes,22,4,3,80.0,1,22,3,3,17.0,13,1,9
33,Yes,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,328.0,1,Female,39.0,3,1,Laboratory Technician,1,Married,2707.0,21509.0,7,Y,No,20,4,1,80.0,0,13,3,4,9.0,7,1,7
52,No,Non-Travel,771,Sales,2,4,Life Sciences,1,329.0,1,Male,79.0,2,5,Manager,3,Single,19068.0,21030.0,1,Y,Yes,18,3,4,80.0,0,33,2,4,33.0,7,15,12
32,No,Travel_Rarely,1401,Sales,4,2,Life Sciences,1,330.0,3,Female,56.0,3,1,Sales Representative,2,Married,3931.0,20990.0,2,Y,No,11,3,1,80.0,1,6,5,3,4.0,3,1,2
32,Yes,Travel_Rarely,515,Research & Development,1,3,Life Sciences,1,331.0,4,Male,62.0,2,1,Laboratory Technician,3,Single,3730.0,9571.0,0,Y,Yes,14,3,4,80.0,0,4,2,1,3.0,2,1,2
39,No,Travel_Rarely,1431,Research & Development,1,4,Medical,1,332.0,3,Female,96.0,3,1,Laboratory Technician,3,Divorced,2232.0,15417.0,7,Y,No,14,3,3,80.0,3,7,1,3,3.0,2,1,2
32,No,Non-Travel,976,Sales,26,4,Marketing,1,333.0,3,Male,100.0,3,2,Sales Executive,4,Married,4465.0,12069.0,0,Y,No,18,3,1,80.0,0,4,2,3,3.0,2,2,2
41,No,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,1,334.0,3,Male,36.0,3,2,Research Scientist,1,Divorced,3072.0,19877.0,2,Y,No,16,3,1,80.0,2,17,2,2,1.0,0,0,0
40,No,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,335.0,1,Male,62.0,3,2,Research Scientist,4,Divorced,3319.0,24447.0,1,Y,No,17,3,1,80.0,2,9,3,3,9.0,8,4,7
45,No,Travel_Rarely,252,Research & Development,1,3,Other,1,336.0,3,Male,70.0,4,5,Manager,4,Married,19202.0,15970.0,0,Y,No,11,3,3,80.0,1,25,2,3,24.0,0,1,7
31,No,Travel_Frequently,1327,Research & Development,3,4,Medical,1,337.0,2,Male,73.0,3,3,Research Director,3,Divorced,13675.0,13523.0,9,Y,No,12,3,1,80.0,1,9,3,3,2.0,2,2,2
33,No,Travel_Rarely,832,Research & Development,5,4,Life Sciences,1,338.0,3,Female,63.0,2,1,Research Scientist,4,Married,2911.0,14776.0,1,Y,No,13,3,3,80.0,1,2,2,2,2.0,2,0,2
34,No,Travel_Rarely,470,Research & Development,2,4,Life Sciences,1,339.0,4,Male,84.0,2,2,Manufacturing Director,1,,5957.0,23687.0,6,Y,No,13,3,2,80.0,1,13,3,3,11.0,9,5,9
37,No,Travel_Rarely,1017,Research & Development,1,2,Medical,1,340.0,3,Female,83.0,2,1,Research Scientist,1,Married,3920.0,18697.0,2,Y,No,14,3,1,80.0,1,17,2,2,3.0,1,0,2
45,No,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,341.0,1,Male,77.0,4,2,Manufacturing Director,3,Married,6434.0,5118.0,4,Y,No,17,3,4,80.0,1,9,1,3,3.0,2,0,2
37,Yes,Travel_Frequently,504,Research & Development,10,3,Medical,1,342.0,1,Male,61.0,3,3,Manufacturing Director,3,Divorced,10048.0,22573.0,6,Y,No,11,3,2,80.0,2,17,5,3,1.0,0,0,0
